ApiName, NeutralApiName, DllLibrary, WindowsPrototype, ReturnNative, ReturnDart, ParamCount, Param1Native, Param1Dart, Comment
CoGetClassObject, CoGetClassObject, ole32, "HRESULT CoGetClassObject(\n  REFCLSID rclsid,\n  DWORD    dwClsContext,\n  LPVOID   pvReserved,\n  REFIID   riid,\n  LPVOID   *ppv\n);", Int32, int, 5, rclsid, Pointer<GUID>, Pointer<GUID>, dwClsContext, Uint32, int, pvReserved, Pointer, Pointer, riid, Pointer<GUID>, Pointer<GUID>, ppv, Pointer<COMObject>, Pointer<COMObject>, "Provides a pointer to an interface on a class object associated with a specified CLSID. CoGetClassObject locates, and if necessary, dynamically loads the executable code required to do this."
CoInitializeEx, CoInitializeEx, ole32, "HRESULT CoInitializeEx(\n  LPVOID pvReserved,\n  DWORD  dwCoInit\n);", Int32, int, 2, pvReserved, Pointer<Void>, Pointer<Void>, dwCoInit, Uint32, int, "Initializes the COM library for use by the calling thread, sets the thread's concurrency model, and creates a new apartment for the thread if one is required."
CoInitializeSecurity, CoInitializeSecurity, ole32, "HRESULT CoInitializeSecurity(\n  PSECURITY_DESCRIPTOR        pSecDesc,\n  LONG                        cAuthSvc,\n  SOLE_AUTHENTICATION_SERVICE *asAuthSvc,\n  void                        *pReserved1,\n  DWORD                       dwAuthnLevel,\n  DWORD                       dwImpLevel,\n  void                        *pAuthList,\n  DWORD                       dwCapabilities,\n  void                        *pReserved3\n);", Int32, int, 9, pSecDesc, Pointer<SECURITY_DESCRIPTOR>, Pointer<SECURITY_DESCRIPTOR>, cAuthSvc, Int32, int, asAuthSvc, Pointer<SOLE_AUTHENTICATION_SERVICE>, Pointer<SOLE_AUTHENTICATION_SERVICE>, pReserved1, Pointer<Void>, Pointer<Void>, dwAuthnLevel, Uint32, int, dwImpLevel, Uint32, int, pAuthList, Pointer<Void>, Pointer<Void>, dwCapabilities, Uint32, int, pReserved3, Pointer<Void>, Pointer<Void>, "Registers security and sets the default security values for the process."
CopyIcon, CopyIcon, user32, "HICON CopyIcon(\n  HICON hIcon\n);", IntPtr, int, 1, hIcon, IntPtr, int, "Copies the specified icon from another module to the current module."
CopyRect, CopyRect, user32, "BOOL CopyRect(\n  LPRECT     lprcDst,\n  const RECT *lprcSrc\n);", Int32, int, 2, lprcDst, Pointer<RECT>, Pointer<RECT>, lprcSrc, Pointer<RECT>, Pointer<RECT>, "The CopyRect function copies the coordinates of one rectangle to another."
CoSetProxyBlanket, CoSetProxyBlanket, ole32, "HRESULT CoSetProxyBlanket(\n  IUnknown                 *pProxy,\n  DWORD                    dwAuthnSvc,\n  DWORD                    dwAuthzSvc,\n  OLECHAR                  *pServerPrincName,\n  DWORD                    dwAuthnLevel,\n  DWORD                    dwImpLevel,\n  RPC_AUTH_IDENTITY_HANDLE pAuthInfo,\n  DWORD                    dwCapabilities\n);", Int32, int, 8, pProxy, Pointer, Pointer, dwAuthnSvc, Uint32, int, dwAuthzSvc, Uint32, int, pServerPrincName, Pointer<Utf16>, Pointer<Utf16>, dwAuthnLevel, Uint32, int, dwImpLevel, Uint32, int, pAuthInfo, Pointer<Void>, Pointer<Void>, dwCapabilities, Uint32, int, "Sets the authentication information that will be used to make calls on the specified proxy. This is a helper function for IClientSecurity::SetBlanket."
CoTaskMemFree, CoTaskMemFree, ole32, "void CoTaskMemFree(\n  _Frees_ptr_opt_ LPVOID pv\n);", Void, void, 1, pv, Pointer, Pointer, "Frees a block of task memory previously allocated through a call to the CoTaskMemAlloc or CoTaskMemRealloc function."
CoUninitialize, CoUninitialize, ole32, "void CoUninitialize();", Void, void, 0, "Closes the COM library on the current thread, unloads all DLLs loaded by the thread, frees any other resources that the thread maintains, and forces all RPC connections on the thread to close."
CreateAcceleratorTableW, CreateAcceleratorTable, user32, "HACCEL CreateAcceleratorTableW(\n  LPACCEL paccel,\n  int     cAccel\n);", IntPtr, int, 2, paccel, Pointer, Pointer, cAccel, Int32, int, "Creates an accelerator table."
CreateCompatibleBitmap, CreateCompatibleBitmap, gdi32, "HBITMAP CreateCompatibleBitmap(\n  HDC hdc,\n  int cx,\n  int cy\n);", IntPtr, int, 3, hdc, IntPtr, int, cx, Int32, int, cy, Int32, int, "The CreateCompatibleBitmap function creates a bitmap compatible with the device that is associated with the specified device context."
CreateCompatibleDC, CreateCompatibleDC, gdi32, "HDC CreateCompatibleDC(\n  HDC hdc\n);", IntPtr, int, 1, hdc, IntPtr, int, "The CreateCompatibleDC function creates a memory device context (DC) compatible with the specified device."
CreateConsoleScreenBuffer, CreateConsoleScreenBuffer, kernel32, "HANDLE WINAPI CreateConsoleScreenBuffer(\n  _In_             DWORD               dwDesiredAccess,\n  _In_             DWORD               dwShareMode,\n  _In_opt_   const SECURITY_ATTRIBUTES *lpSecurityAttributes,\n  _In_             DWORD               dwFlags,\n  _Reserved_       LPVOID              lpScreenBufferData\n);", IntPtr, int, 5, dwDesiredAccess, Uint32, int, dwShareMode, Uint32, int, lpSecurityAttributes, Pointer<SECURITY_ATTRIBUTES>, Pointer<SECURITY_ATTRIBUTES>, dwFlags, Uint32, int, lpScreenBufferData, Pointer, Pointer, "Creates a console screen buffer."
CreateDialogIndirectParamW, CreateDialogIndirectParam, user32, "HWND CreateDialogIndirectParamW(\n  HINSTANCE       hInstance,\n  LPCDLGTEMPLATEW lpTemplate,\n  HWND            hWndParent,\n  DLGPROC         lpDialogFunc,\n  LPARAM          dwInitParam\n);", IntPtr, int, 5, hInstance, IntPtr, int, lpTemplate, Pointer<DLGTEMPLATE>, Pointer<DLGTEMPLATE>, hWndParent, IntPtr, int, lpDialogFunc, Pointer<NativeFunction>, Pointer<NativeFunction>, dwInitParam, IntPtr, int, "Creates a modeless dialog box from a dialog box template in memory. Before displaying the dialog box, the function passes an application-defined value to the dialog box procedure as the lParam parameter of the WM_INITDIALOG message. An application can use this value to initialize dialog box controls."
CreateDIBitmap, CreateDIBitmap, gdi32, "HBITMAP CreateDIBitmap(\n  HDC                    hdc,\n  const BITMAPINFOHEADER *pbmih,\n  DWORD                  flInit,\n  const VOID             *pjBits,\n  const BITMAPINFO       *pbmi,\n  UINT                   iUsage\n);", IntPtr, int, 6, hdc, IntPtr, int, pbmih, Pointer<BITMAPINFOHEADER>, Pointer<BITMAPINFOHEADER>, flInit, Uint32, int, pjBits, Pointer, Pointer, pbmi, Pointer<BITMAPINFO>, Pointer<BITMAPINFO>, iUsage, Uint32, int, "The CreateDIBitmap function creates a compatible bitmap (DDB) from a DIB and, optionally, sets the bitmap bits."
CreateDIBPatternBrushPt, CreateDIBPatternBrushPt, gdi32, "HBRUSH CreateDIBPatternBrushPt(\n  const VOID *lpPackedDIB,\n  UINT       iUsage\n);", IntPtr, int, 2, lpPackedDIB, Pointer, Pointer, iUsage, Uint32, int, "The CreateDIBPatternBrushPt function creates a logical brush that has the pattern specified by the device-independent bitmap (DIB)."
CreateFileW, CreateFile, kernel32, "HANDLE CreateFileW(\n  LPCWSTR               lpFileName,\n  DWORD                 dwDesiredAccess,\n  DWORD                 dwShareMode,\n  LPSECURITY_ATTRIBUTES lpSecurityAttributes,\n  DWORD                 dwCreationDisposition,\n  DWORD                 dwFlagsAndAttributes,\n  HANDLE                hTemplateFile\n);", IntPtr, int, 7, lpFileName, Pointer<Utf16>, Pointer<Utf16>, dwDesiredAccess, Uint32, int, dwShareMode, Uint32, int, lpSecurityAttributes, Pointer<SECURITY_ATTRIBUTES>, Pointer<SECURITY_ATTRIBUTES>, dwCreationDisposition, Uint32, int, dwFlagsAndAttributes, Uint32, int, hTemplateFile, IntPtr, int, "Creates or opens a file or I/O device. The most commonly used I/O devices are as follows: file, file stream, directory, physical disk, volume, console buffer, tape drive, communications resource, mailslot, and pipe. The function returns a handle that can be used to access the file or device for various types of I/O depending on the file or device and the flags and attributes specified."
CreateFontIndirectW, CreateFontIndirect, gdi32, "HFONT CreateFontIndirectW(\n  const LOGFONTW *lplf\n);", IntPtr, int, 1, lplf, Pointer<LOGFONT>, Pointer<LOGFONT>, "The CreateFontIndirect function creates a logical font that has the specified characteristics. The font can subsequently be selected as the current font for any device context."
CreateHalftonePalette, CreateHalftonePalette, gdi32, "HPALETTE CreateHalftonePalette(\n  HDC hdc\n);", IntPtr, int, 1, hdc, IntPtr, int, "The CreateHalftonePalette function creates a halftone palette for the specified device context (DC)."
CreateHatchBrush, CreateHatchBrush, gdi32, "HBRUSH CreateHatchBrush(\n  int      iHatch,\n  COLORREF color\n);", IntPtr, int, 2, iHatch, Int32, int, color, Int32, int, "The CreateHatchBrush function creates a logical brush that has the specified hatch pattern and color."
CreateMenu, CreateMenu, user32, "HMENU CreateMenu();", IntPtr, int, 0, "Creates a menu. The menu is initially empty, but it can be filled with menu items by using the InsertMenuItem, AppendMenu, and InsertMenu functions."
CreatePen, CreatePen, gdi32, "HPEN CreatePen(\n  int      iStyle,\n  int      cWidth,\n  COLORREF color\n);", IntPtr, int, 3, iStyle, Int32, int, cWidth, Int32, int, color, Int32, int, "The CreatePen function creates a logical pen that has the specified style, width, and color. The pen can subsequently be selected into a device context and used to draw lines and curves."
CreatePipe, CreatePipe, kernel32, "BOOL CreatePipe(\n  PHANDLE               hReadPipe,\n  PHANDLE               hWritePipe,\n  LPSECURITY_ATTRIBUTES lpPipeAttributes,\n  DWORD                 nSize\n);", Int32, int, 4, hReadPipe, Pointer<IntPtr>, Pointer<IntPtr>, hWritePipe, Pointer<IntPtr>, Pointer<IntPtr>, lpPipeAttributes, Pointer<SECURITY_ATTRIBUTES>, Pointer<SECURITY_ATTRIBUTES>, nSize, Uint32, int, "Creates an anonymous pipe, and returns handles to the read and write ends of the pipe."
CreateProcessW, CreateProcess, kernel32, "BOOL CreateProcessW(\n  LPCWSTR               lpApplicationName,\n  LPWSTR                lpCommandLine,\n  LPSECURITY_ATTRIBUTES lpProcessAttributes,\n  LPSECURITY_ATTRIBUTES lpThreadAttributes,\n  BOOL                  bInheritHandles,\n  DWORD                 dwCreationFlags,\n  LPVOID                lpEnvironment,\n  LPCWSTR               lpCurrentDirectory,\n  LPSTARTUPINFOW        lpStartupInfo,\n  LPPROCESS_INFORMATION lpProcessInformation\n);", Int32, int, 10, lpApplicationName, Pointer<Utf16>, Pointer<Utf16>, lpCommandLine, Pointer<Utf16>, Pointer<Utf16>, lpProcessAttributes, Pointer<SECURITY_ATTRIBUTES>, Pointer<SECURITY_ATTRIBUTES>, lpThreadAttributes, Pointer<SECURITY_ATTRIBUTES>, Pointer<SECURITY_ATTRIBUTES>, bInheritHandles, Int32, int, dwCreationFlags, Uint32, int, lpEnvironment, Pointer, Pointer, lpCurrentDirectory, Pointer<Utf16>, Pointer<Utf16>, lpStartupInfo, Pointer, Pointer, lpProcessInformation, Pointer<PROCESS_INFORMATION>, Pointer<PROCESS_INFORMATION>, "Creates a new process and its primary thread. The new process runs in the security context of the calling process."
CreatePseudoConsole, CreatePseudoConsole, kernel32, "HRESULT WINAPI CreatePseudoConsole(\n  _In_ COORD size,\n  _In_ HANDLE hInput,\n  _In_ HANDLE hOutput,\n  _In_ DWORD dwFlags,\n  _Out_ HPCON* phPC\n);", Int32, int, 5, size, Int32, int, hInput, IntPtr, int, hOutput, IntPtr, int, dwFlags, Int32, int, phPC, Pointer<IntPtr>, Pointer<IntPtr>, "Creates a new pseudoconsole object for the calling process."
CreateSolidBrush, CreateSolidBrush, gdi32, "HBRUSH CreateSolidBrush(\n  COLORREF color\n);", IntPtr, int, 1, color, Int32, int, "The CreateSolidBrush function creates a logical brush that has the specified solid color."
CreateWindowExW, CreateWindowEx, user32, "HWND CreateWindowExW(\n  DWORD     dwExStyle,\n  LPCWSTR   lpClassName,\n  LPCWSTR   lpWindowName,\n  DWORD     dwStyle,\n  int       X,\n  int       Y,\n  int       nWidth,\n  int       nHeight,\n  HWND      hWndParent,\n  HMENU     hMenu,\n  HINSTANCE hInstance,\n  LPVOID    lpParam\n);", Int32, int, 12, dwExStyle, Uint32, int, lpClassName, Pointer<Utf16>, Pointer<Utf16>, lpWindowName, Pointer<Utf16>, Pointer<Utf16>, dwStyle, Uint32, int, X, Int32, int, Y, Int32, int, nWidth, Int32, int, nHeight, Int32, int, hWndParent, IntPtr, int, hMenu, IntPtr, int, hInstance, IntPtr, int, lpParam, Pointer<Void>, Pointer<Void>, "Creates an overlapped, pop-up, or child window. It specifies the window class, window title, window style, and (optionally) the initial position and size of the window. The function also specifies the window's parent or owner, if any, and the window's menu."
CredDeleteW, CredDelete, advapi32, "BOOL CredDeleteW(\n  LPCWSTR TargetName,\n  DWORD   Type,\n  DWORD   Flags\n);", Int32, int, 3, TargetName, Pointer<Utf16>, Pointer<Utf16>, Type, Uint32, int, Flags, Uint32, int, "The CredDelete function deletes a credential from the user's credential set. The credential set used is the one associated with the logon session of the current token. The token must not have the user's SID disabled."
